p1_dataset,p1_split,record_id,published_pretraining_split
cpsc2018,train,A6075,train
cpsc2018,train,A4714,train
cpsc2018,train,A5322,train
cpsc2018,train,A1667,train
cpsc2018,train,A3951,train
cpsc2018,train,A0588,train
cpsc2018,train,A1129,train
cpsc2018,train,A1136,train
cpsc2018,train,A3697,train
cpsc2018,train,A5452,train
cpsc2018,train,A2275,train
cpsc2018,train,A0772,test
cpsc2018,train,A2241,train
cpsc2018,train,A5208,train
cpsc2018,train,A6604,train
cpsc2018,train,A1419,valid
cpsc2018,train,A6161,train
cpsc2018,train,A5959,train
cpsc2018,train,A6227,train
cpsc2018,train,A3604,train
cpsc2018,train,A2350,train
cpsc2018,train,A2642,train
cpsc2018,train,A0359,train
cpsc2018,train,A5760,train
cpsc2018,train,A4799,train
cpsc2018,train,A1839,train
cpsc2018,train,A4257,train
cpsc2018,train,A5407,train
cpsc2018,train,A5449,train
cpsc2018,train,A6729,train
cpsc2018,train,A2158,train
cpsc2018,train,A3028,train
cpsc2018,train,A5133,train
cpsc2018,train,A0472,train
cpsc2018,train,A0823,train
cpsc2018,train,A4183,train
cpsc2018,train,A2491,train
cpsc2018,train,A5229,train
cpsc2018,train,A4888,train
cpsc2018,train,A6422,train
cpsc2018,train,A0773,train
cpsc2018,train,A3590,train
cpsc2018,train,A6472,test
cpsc2018,train,A2204,test
cpsc2018,train,A1073,train
cpsc2018,train,A6172,train
cpsc2018,train,A5465,test
cpsc2018,train,A1085,train
cpsc2018,train,A6331,train
cpsc2018,train,A0448,train
cpsc2018,train,A3109,train
cpsc2018,train,A6590,train
cpsc2018,train,A1418,train
cpsc2018,train,A0488,train
cpsc2018,train,A0818,train
cpsc2018,train,A2110,train
cpsc2018,train,A0599,valid
cpsc2018,train,A4565,train
cpsc2018,train,A2971,valid
cpsc2018,train,A4209,train
cpsc2018,train,A3735,valid
cpsc2018,train,A3761,train
cpsc2018,train,A0908,train
cpsc2018,train,A6415,train
cpsc2018,train,A2273,train
cpsc2018,train,A5398,train
cpsc2018,train,A1869,train
cpsc2018,train,A3089,train
cpsc2018,train,A5986,train
cpsc2018,train,A3861,train
cpsc2018,train,A0014,train
cpsc2018,train,A6021,train
cpsc2018,train,A2960,test
cpsc2018,train,A2383,test
cpsc2018,train,A0923,train
cpsc2018,train,A5304,train
cpsc2018,train,A2721,train
cpsc2018,train,A6284,valid
cpsc2018,train,A1902,train
cpsc2018,train,A0426,valid
cpsc2018,train,A3269,test
cpsc2018,train,A4557,train
cpsc2018,train,A0618,train
cpsc2018,train,A0498,valid
cpsc2018,train,A3615,train
cpsc2018,train,A6871,train
cpsc2018,train,A0190,train
cpsc2018,train,A3316,valid
cpsc2018,train,A5906,train
cpsc2018,train,A3402,train
cpsc2018,train,A1864,train
cpsc2018,train,A3625,train
cpsc2018,train,A3263,unlisted
cpsc2018,train,A6570,test
cpsc2018,train,A5950,train
cpsc2018,train,A3442,valid
cpsc2018,train,A6809,train
cpsc2018,train,A0203,train
cpsc2018,train,A5128,train
cpsc2018,train,A6680,train
cpsc2018,train,A1642,train
cpsc2018,train,A4948,train
cpsc2018,train,A4991,train
cpsc2018,train,A3723,train
cpsc2018,train,A5814,train
cpsc2018,train,A5645,train
cpsc2018,train,A1610,train
cpsc2018,train,A0484,train
cpsc2018,train,A2362,train
cpsc2018,train,A3238,train
cpsc2018,train,A1795,train
cpsc2018,train,A5286,test
cpsc2018,train,A4561,train
cpsc2018,train,A3855,train
cpsc2018,train,A2687,train
cpsc2018,train,A1728,train
cpsc2018,train,A6671,valid
cpsc2018,train,A4992,train
cpsc2018,train,A1752,test
cpsc2018,train,A4030,train
cpsc2018,train,A5559,train
cpsc2018,train,A3143,train
cpsc2018,train,A4154,train
cpsc2018,train,A3891,train
cpsc2018,train,A1017,test
cpsc2018,train,A6764,train
cpsc2018,train,A2131,train
cpsc2018,train,A6503,train
cpsc2018,train,A3133,valid
cpsc2018,train,A2645,train
cpsc2018,train,A2387,valid
cpsc2018,train,A6358,train
cpsc2018,train,A2317,valid
cpsc2018,train,A0453,train
cpsc2018,train,A0021,train
cpsc2018,train,A6677,test
cpsc2018,train,A0933,test
cpsc2018,train,A6291,train
cpsc2018,train,A6231,train
cpsc2018,train,A2515,train
cpsc2018,train,A3212,train
cpsc2018,train,A1606,train
cpsc2018,train,A6064,train
cpsc2018,train,A6352,train
cpsc2018,train,A3379,train
cpsc2018,train,A4230,train
cpsc2018,train,A5680,train
cpsc2018,train,A3903,train
cpsc2018,train,A1109,train
cpsc2018,train,A1409,valid
cpsc2018,train,A1292,train
cpsc2018,train,A5940,train
cpsc2018,train,A5422,train
cpsc2018,train,A4751,test
cpsc2018,train,A6047,train
cpsc2018,train,A6541,train
cpsc2018,train,A1123,train
cpsc2018,train,A2978,train
cpsc2018,train,A2659,train
cpsc2018,train,A1234,train
cpsc2018,train,A6715,train
cpsc2018,train,A6259,train
cpsc2018,train,A3435,train
cpsc2018,train,A4636,train
cpsc2018,train,A3430,train
cpsc2018,train,A2775,train
cpsc2018,train,A3503,train
cpsc2018,train,A0254,train
cpsc2018,train,A6290,train
cpsc2018,train,A4519,train
cpsc2018,train,A0476,train
cpsc2018,train,A1755,train
cpsc2018,train,A6682,train
cpsc2018,train,A0795,train
cpsc2018,train,A6203,train
cpsc2018,train,A6066,train
cpsc2018,train,A5261,train
cpsc2018,train,A3947,valid
cpsc2018,train,A3731,train
cpsc2018,train,A0564,train
cpsc2018,train,A6382,test
cpsc2018,train,A5268,train
cpsc2018,train,A6506,test
cpsc2018,train,A6543,train
cpsc2018,train,A6131,train
cpsc2018,train,A3924,train
cpsc2018,train,A5544,train
cpsc2018,train,A3171,train
cpsc2018,train,A5499,train
cpsc2018,train,A3217,train
cpsc2018,train,A6240,valid
cpsc2018,train,A5383,train
cpsc2018,train,A1008,test
cpsc2018,train,A1015,train
cpsc2018,train,A5114,train
cpsc2018,train,A6116,train
cpsc2018,train,A3779,train
cpsc2018,train,A6606,train
cpsc2018,train,A0849,train
cpsc2018,train,A6426,train
cpsc2018,train,A4593,train
cpsc2018,train,A5225,train
cpsc2018,train,A1857,train
cpsc2018,train,A5138,train
cpsc2018,train,A2193,train
cpsc2018,train,A3423,train
cpsc2018,train,A4570,train
cpsc2018,train,A0117,valid
cpsc2018,train,A3186,train
cpsc2018,train,A6250,valid
cpsc2018,train,A2459,train
cpsc2018,train,A6876,train
cpsc2018,train,A3470,valid
cpsc2018,train,A5443,train
cpsc2018,train,A5263,train
cpsc2018,train,A2246,train
cpsc2018,train,A1431,train
cpsc2018,train,A6468,train
cpsc2018,train,A1805,valid
cpsc2018,train,A1171,train
cpsc2018,train,A3650,train
cpsc2018,train,A4254,train
cpsc2018,train,A3043,train
cpsc2018,train,A5546,valid
cpsc2018,train,A4065,train
cpsc2018,train,A2030,train
cpsc2018,train,A5579,train
cpsc2018,train,A3646,train
cpsc2018,train,A6786,test
cpsc2018,train,A4464,train
cpsc2018,train,A6625,train
cpsc2018,train,A4147,train
cpsc2018,train,A3152,train
cpsc2018,train,A5578,train
cpsc2018,train,A6790,train
cpsc2018,train,A2312,train
cpsc2018,train,A0968,train
cpsc2018,train,A2230,train
cpsc2018,train,A0512,test
cpsc2018,train,A5084,train
cpsc2018,train,A2433,train
cpsc2018,train,A0213,train
cpsc2018,train,A5015,train
cpsc2018,train,A1684,train
cpsc2018,train,A5239,train
cpsc2018,train,A0348,train
cpsc2018,train,A0632,valid
cpsc2018,train,A2520,train
cpsc2018,train,A0545,valid
cpsc2018,train,A4331,test
cpsc2018,train,A5194,valid
cpsc2018,train,A3801,train
cpsc2018,train,A1654,train
cpsc2018,train,A1697,test
cpsc2018,train,A4946,train
cpsc2018,train,A5418,train
cpsc2018,train,A6300,train
cpsc2018,train,A3873,valid
cpsc2018,train,A2407,valid
cpsc2018,train,A3427,valid
cpsc2018,train,A5397,valid
cpsc2018,train,A2431,test
cpsc2018,train,A2260,train
cpsc2018,train,A4348,test
cpsc2018,train,A5555,test
cpsc2018,train,A1808,train
cpsc2018,train,A2233,train
cpsc2018,train,A5636,valid
cpsc2018,train,A1014,train
cpsc2018,train,A2175,train
cpsc2018,train,A3543,train
cpsc2018,train,A0332,train
cpsc2018,train,A1719,train
cpsc2018,train,A4548,train
cpsc2018,train,A3969,train
cpsc2018,train,A1480,test
cpsc2018,train,A4725,train
cpsc2018,train,A2249,train
cpsc2018,train,A0513,train
cpsc2018,train,A2406,train
cpsc2018,train,A6323,test
cpsc2018,train,A0525,train
cpsc2018,train,A0195,train
cpsc2018,train,A0690,train
cpsc2018,train,A3317,train
cpsc2018,train,A6549,train
cpsc2018,train,A3754,train
cpsc2018,train,A3886,valid
cpsc2018,train,A5161,train
cpsc2018,train,A0566,train
cpsc2018,train,A5832,test
cpsc2018,train,A4028,test
cpsc2018,train,A0419,train
cpsc2018,train,A4486,train
cpsc2018,train,A3569,train
cpsc2018,train,A4248,train
cpsc2018,train,A0383,valid
cpsc2018,train,A1780,train
cpsc2018,train,A1800,train
cpsc2018,train,A5364,train
cpsc2018,train,A3491,train
cpsc2018,train,A5854,train
cpsc2018,train,A0737,train
cpsc2018,train,A2569,test
cpsc2018,train,A2857,train
cpsc2018,train,A1615,train
cpsc2018,train,A5654,test
cpsc2018,train,A1442,train
cpsc2018,train,A1053,test
cpsc2018,train,A1720,train
cpsc2018,train,A4889,train
cpsc2018,train,A2298,train
cpsc2018,train,A6629,train
cpsc2018,train,A5607,train
cpsc2018,train,A1182,train
cpsc2018,train,A5980,train
cpsc2018,train,A1692,train
cpsc2018,train,A6222,train
cpsc2018,train,A6614,train
cpsc2018,train,A1607,train
cpsc2018,train,A5561,train
cpsc2018,train,A6595,train
cpsc2018,train,A6380,train
cpsc2018,train,A2080,valid
cpsc2018,train,A6245,train
cpsc2018,train,A2237,test
cpsc2018,train,A5216,train
cpsc2018,train,A2172,train
cpsc2018,train,A4854,train
cpsc2018,train,A2596,train
cpsc2018,train,A0530,train
cpsc2018,train,A1871,train
cpsc2018,train,A4584,train
cpsc2018,train,A4011,train
cpsc2018,train,A6772,train
cpsc2018,train,A6252,valid
cpsc2018,train,A1365,train
cpsc2018,train,A0763,train
cpsc2018,train,A0607,train
cpsc2018,train,A4350,train
cpsc2018,train,A5243,train
cpsc2018,train,A1424,valid
cpsc2018,train,A2976,train
cpsc2018,train,A2111,train
cpsc2018,train,A5629,train
cpsc2018,train,A1949,train
cpsc2018,train,A6400,train
cpsc2018,train,A5951,train
cpsc2018,train,A2975,train
cpsc2018,train,A1957,train
cpsc2018,train,A4656,test
cpsc2018,train,A1376,test
cpsc2018,train,A2395,test
cpsc2018,train,A0988,train
cpsc2018,train,A1339,train
cpsc2018,train,A2987,train
cpsc2018,train,A5897,train
cpsc2018,train,A5622,train
cpsc2018,train,A2733,valid
cpsc2018,train,A5964,train
cpsc2018,train,A1803,train
cpsc2018,train,A6031,train
cpsc2018,train,A1180,valid
cpsc2018,train,A4337,train
cpsc2018,train,A1735,train
cpsc2018,train,A2308,train
cpsc2018,train,A5799,train
cpsc2018,train,A0782,train
cpsc2018,train,A1329,valid
cpsc2018,train,A2293,test
cpsc2018,train,A4522,train
cpsc2018,train,A4281,train
cpsc2018,train,A0111,train
cpsc2018,train,A2785,train
cpsc2018,train,A3509,train
cpsc2018,train,A6130,train
cpsc2018,train,A5770,train
cpsc2018,train,A4214,test
cpsc2018,train,A5718,test
cpsc2018,train,A3753,train
cpsc2018,train,A5078,train
cpsc2018,train,A5253,train
cpsc2018,train,A4779,test
cpsc2018,train,A1204,train
cpsc2018,train,A1536,test
cpsc2018,train,A2282,train
cpsc2018,train,A0941,train
cpsc2018,train,A1413,train
cpsc2018,train,A4137,train
cpsc2018,train,A3745,train
cpsc2018,train,A2590,train
cpsc2018,train,A2373,train
cpsc2018,train,A2161,train
cpsc2018,train,A1349,train
cpsc2018,train,A2929,train
cpsc2018,train,A1187,train
cpsc2018,train,A6127,train
cpsc2018,train,A3432,test
cpsc2018,train,A2152,test
cpsc2018,train,A4560,train
cpsc2018,train,A2845,train
cpsc2018,train,A6304,valid
cpsc2018,train,A6846,train
cpsc2018,train,A3622,train
cpsc2018,train,A0982,train
cpsc2018,train,A1108,train
cpsc2018,train,A1276,train
cpsc2018,train,A2692,train
cpsc2018,train,A1417,valid
cpsc2018,train,A4866,valid
cpsc2018,train,A3665,train
cpsc2018,train,A4678,train
cpsc2018,train,A3702,valid
cpsc2018,train,A4043,test
cpsc2018,train,A1372,train
cpsc2018,train,A3085,train
cpsc2018,train,A1056,train
cpsc2018,train,A2706,train
cpsc2018,train,A5892,train
cpsc2018,train,A2644,train
cpsc2018,train,A5589,train
cpsc2018,train,A4452,train
cpsc2018,train,A4039,test
cpsc2018,train,A1838,train
cpsc2018,train,A4139,train
cpsc2018,train,A1150,train
cpsc2018,train,A4727,train
cpsc2018,train,A0093,train
cpsc2018,train,A1841,train
cpsc2018,train,A2309,train
cpsc2018,train,A1575,train
cpsc2018,train,A2869,train
cpsc2018,train,A3144,train
cpsc2018,train,A6335,train
cpsc2018,train,A5893,train
cpsc2018,train,A4732,train
cpsc2018,train,A4874,train
cpsc2018,train,A6327,train
cpsc2018,train,A6039,train
cpsc2018,train,A3157,valid
cpsc2018,train,A3047,train
cpsc2018,train,A2422,train
cpsc2018,train,A4905,valid
cpsc2018,train,A4902,train
cpsc2018,train,A6043,train
cpsc2018,train,A5631,train
cpsc2018,train,A0646,train
cpsc2018,train,A2902,train
cpsc2018,train,A2914,train
cpsc2018,train,A2064,train
cpsc2018,train,A3586,train
cpsc2018,train,A5609,train
cpsc2018,train,A2640,train
cpsc2018,train,A0770,train
cpsc2018,train,A4426,train
cpsc2018,train,A1405,train
cpsc2018,train,A2543,train
cpsc2018,train,A2804,train
cpsc2018,train,A1459,train
cpsc2018,train,A3259,train
cpsc2018,train,A3782,train
cpsc2018,train,A4168,train
cpsc2018,train,A3609,train
cpsc2018,train,A5473,train
cpsc2018,train,A3425,train
cpsc2018,train,A3759,test
cpsc2018,train,A1696,valid
cpsc2018,train,A6186,train
cpsc2018,train,A0287,train
cpsc2018,train,A1698,train
cpsc2018,train,A6602,valid
cpsc2018,train,A4671,train
cpsc2018,train,A1558,train
cpsc2018,train,A3228,train
cpsc2018,train,A3763,test
cpsc2018,train,A3537,train
cpsc2018,train,A5626,train
cpsc2018,train,A1340,train
cpsc2018,train,A0907,train
cpsc2018,train,A4984,valid
cpsc2018,train,A2792,test
cpsc2018,train,A2595,train
cpsc2018,train,A3017,train
cpsc2018,train,A6803,train
cpsc2018,train,A1082,train
cpsc2018,train,A0745,train
cpsc2018,train,A4543,train
cpsc2018,train,A5207,test
cpsc2018,train,A1685,train
cpsc2018,train,A3600,train
cpsc2018,train,A0663,train
cpsc2018,train,A5222,test
cpsc2018,train,A1447,train
cpsc2018,train,A3985,train
cpsc2018,train,A5754,train
cpsc2018,train,A3516,test
cpsc2018,train,A5077,train
cpsc2018,train,A0170,train
cpsc2018,train,A5091,test
cpsc2018,train,A2026,train
cpsc2018,train,A2071,train
cpsc2018,train,A1797,train
cpsc2018,train,A4037,train
cpsc2018,train,A5477,test
cpsc2018,train,A4275,train
cpsc2018,train,A3117,train
cpsc2018,train,A0635,train
cpsc2018,train,A4369,train
cpsc2018,train,A4811,train
cpsc2018,train,A1312,train
cpsc2018,train,A5652,train
cpsc2018,train,A1967,valid
cpsc2018,train,A3056,train
cpsc2018,train,A4009,valid
cpsc2018,train,A2369,train
cpsc2018,train,A2340,train
cpsc2018,train,A4808,train
cpsc2018,train,A4399,train
cpsc2018,train,A1757,train
cpsc2018,train,A6760,train
cpsc2018,train,A2155,train
cpsc2018,train,A3282,train
cpsc2018,train,A0033,train
cpsc2018,train,A4340,valid
cpsc2018,train,A2409,test
cpsc2018,train,A2966,train
cpsc2018,train,A6728,train
cpsc2018,train,A5679,train
cpsc2018,train,A5627,train
cpsc2018,train,A3764,train
cpsc2018,train,A4855,train
cpsc2018,train,A5149,train
cpsc2018,train,A3717,train
cpsc2018,train,A6038,valid
cpsc2018,train,A5724,train
cpsc2018,train,A3984,train
cpsc2018,train,A2170,train
cpsc2018,train,A0799,train
cpsc2018,train,A5874,train
cpsc2018,train,A4876,train
cpsc2018,train,A2945,test
cpsc2018,train,A3324,train
cpsc2018,train,A3476,train
cpsc2018,train,A3830,train
cpsc2018,train,A0751,test
cpsc2018,train,A2123,train
cpsc2018,train,A5036,train
cpsc2018,train,A4194,train
cpsc2018,train,A3251,train
cpsc2018,train,A2769,train
cpsc2018,train,A0221,train
cpsc2018,train,A2628,test
cpsc2018,train,A2454,train
cpsc2018,train,A3866,train
cpsc2018,train,A2571,train
cpsc2018,train,A0173,train
cpsc2018,train,A4787,test
cpsc2018,train,A1458,train
cpsc2018,train,A2183,test
cpsc2018,train,A0267,test
cpsc2018,train,A5472,train
cpsc2018,train,A4344,valid
cpsc2018,train,A1917,train
cpsc2018,train,A4806,train
cpsc2018,train,A0672,train
cpsc2018,train,A0851,train
cpsc2018,train,A0317,train
cpsc2018,train,A4407,train
cpsc2018,train,A5775,train
cpsc2018,train,A0947,test
cpsc2018,train,A1079,train
cpsc2018,train,A2591,train
cpsc2018,train,A3832,train
cpsc2018,train,A2592,test
cpsc2018,train,A5600,train
cpsc2018,train,A5049,train
cpsc2018,train,A3882,train
cpsc2018,train,A4765,valid
cpsc2018,train,A0598,train
cpsc2018,train,A1072,train
cpsc2018,train,A5148,valid
cpsc2018,train,A2635,train
cpsc2018,train,A1505,train
cpsc2018,train,A3231,train
cpsc2018,train,A6617,train
cpsc2018,train,A2794,test
cpsc2018,train,A3424,train
cpsc2018,train,A5073,test
cpsc2018,train,A4770,test
cpsc2018,train,A2284,train
cpsc2018,train,A0233,train
cpsc2018,train,A2206,train
cpsc2018,train,A6398,train
cpsc2018,train,A0614,train
cpsc2018,train,A3670,train
cpsc2018,train,A5399,train
cpsc2018,train,A2086,valid
cpsc2018,train,A4381,train
cpsc2018,train,A2890,valid
cpsc2018,train,A6095,valid
cpsc2018,train,A0330,train
cpsc2018,train,A0664,train
cpsc2018,train,A4467,test
cpsc2018,train,A5862,train
cpsc2018,train,A6703,train
cpsc2018,train,A4406,train
cpsc2018,train,A5145,train
cpsc2018,train,A3893,train
cpsc2018,train,A1238,train
cpsc2018,train,A4502,train
cpsc2018,train,A5913,train
cpsc2018,train,A6030,test
cpsc2018,train,A3499,train
cpsc2018,train,A2894,train
cpsc2018,train,A1802,train
cpsc2018,train,A3090,train
cpsc2018,train,A0584,train
cpsc2018,train,A1371,train
cpsc2018,train,A2232,train
cpsc2018,train,A0623,train
cpsc2018,train,A5087,train
cpsc2018,train,A0653,train
cpsc2018,train,A6344,train
cpsc2018,train,A4418,train
cpsc2018,train,A4099,train
cpsc2018,train,A5168,train
cpsc2018,train,A0128,train
cpsc2018,train,A5106,train
cpsc2018,train,A1914,train
cpsc2018,train,A3658,train
cpsc2018,train,A6450,train
cpsc2018,train,A5551,train
cpsc2018,train,A5859,train
cpsc2018,train,A0497,train
cpsc2018,train,A1095,test
cpsc2018,train,A6360,train
cpsc2018,train,A4843,train
cpsc2018,train,A6869,train
cpsc2018,train,A4226,train
cpsc2018,train,A2159,train
cpsc2018,train,A1782,train
cpsc2018,train,A3773,train
cpsc2018,train,A0838,train
cpsc2018,train,A3079,train
cpsc2018,train,A4832,train
cpsc2018,train,A4359,train
cpsc2018,train,A4842,train
cpsc2018,train,A6309,valid
cpsc2018,train,A1620,train
cpsc2018,train,A0194,train
cpsc2018,train,A4223,train
cpsc2018,train,A1862,valid
cpsc2018,train,A1954,train
cpsc2018,train,A4250,train
cpsc2018,train,A1149,train
cpsc2018,train,A2702,train
cpsc2018,train,A4550,train
cpsc2018,train,A1383,train
cpsc2018,train,A2715,train
cpsc2018,train,A0397,train
cpsc2018,train,A3382,train
cpsc2018,train,A5103,valid
cpsc2018,train,A2003,valid
cpsc2018,train,A3401,train
cpsc2018,train,A5550,train
cpsc2018,train,A3433,train
cpsc2018,train,A5528,train
cpsc2018,train,A2722,train
cpsc2018,train,A4749,train
cpsc2018,train,A1317,train
cpsc2018,train,A6211,train
cpsc2018,train,A0318,train
cpsc2018,train,A4094,train
cpsc2018,train,A5023,train
cpsc2018,train,A1593,train
cpsc2018,train,A4062,valid
cpsc2018,train,A3920,train
cpsc2018,train,A6271,train
cpsc2018,train,A0040,train
cpsc2018,train,A4073,test
cpsc2018,train,A0335,train
cpsc2018,train,A1851,train
cpsc2018,train,A1937,train
cpsc2018,train,A3529,train
cpsc2018,train,A2639,train
cpsc2018,train,A5175,valid
cpsc2018,train,A0987,train
cpsc2018,train,A6736,train
cpsc2018,train,A1626,train
cpsc2018,train,A1978,train
cpsc2018,train,A6815,train
cpsc2018,train,A4816,train
cpsc2018,train,A0685,train
cpsc2018,train,A1181,train
cpsc2018,train,A4576,test
cpsc2018,train,A3589,train
cpsc2018,train,A0667,test
cpsc2018,train,A0629,valid
cpsc2018,train,A1513,train
cpsc2018,train,A0674,train
cpsc2018,train,A5376,test
cpsc2018,train,A1616,train
cpsc2018,train,A3539,train
cpsc2018,train,A6490,train
cpsc2018,train,A3709,train
cpsc2018,train,A3837,train
cpsc2018,train,A1950,train
cpsc2018,train,A0174,test
cpsc2018,train,A5482,train
cpsc2018,train,A3155,train
cpsc2018,train,A5727,train
cpsc2018,train,A2089,train
cpsc2018,train,A0023,train
cpsc2018,train,A1876,train
cpsc2018,train,A1729,train
cpsc2018,train,A5933,train
cpsc2018,train,A1115,train
cpsc2018,train,A5557,train
cpsc2018,train,A0910,train
cpsc2018,train,A3451,train
cpsc2018,train,A2887,train
cpsc2018,train,A5188,train
cpsc2018,train,A3221,train
cpsc2018,train,A6788,train
cpsc2018,train,A4990,train
cpsc2018,train,A3500,train
cpsc2018,train,A0850,train
cpsc2018,train,A3850,train
cpsc2018,train,A5020,train
cpsc2018,train,A5675,train
cpsc2018,train,A3264,train
cpsc2018,train,A4053,train
cpsc2018,train,A6167,train
cpsc2018,train,A5454,train
cpsc2018,train,A3023,train
cpsc2018,train,A1185,train
cpsc2018,train,A0480,train
cpsc2018,train,A5001,valid
cpsc2018,train,A2358,valid
cpsc2018,train,A5970,train
cpsc2018,train,A0016,train
cpsc2018,train,A3629,train
cpsc2018,train,A0692,test
cpsc2018,train,A2866,train
cpsc2018,train,A0948,train
cpsc2018,train,A6210,train
cpsc2018,train,A0205,train
cpsc2018,train,A3405,train
cpsc2018,train,A0297,valid
cpsc2018,train,A0237,test
cpsc2018,train,A5467,train
cpsc2018,train,A6575,train
cpsc2018,train,A2547,test
cpsc2018,train,A4532,train
cpsc2018,train,A5976,train
cpsc2018,train,A3370,train
cpsc2018,train,A0229,train
cpsc2018,train,A3517,valid
cpsc2018,train,A3118,train
cpsc2018,train,A4915,train
cpsc2018,train,A6427,valid
cpsc2018,train,A6767,train
cpsc2018,train,A6542,train
cpsc2018,train,A4376,train
cpsc2018,train,A1463,valid
cpsc2018,train,A3531,train
cpsc2018,train,A4234,train
cpsc2018,train,A3715,valid
cpsc2018,train,A1279,test
cpsc2018,train,A6418,train
cpsc2018,train,A1907,train
cpsc2018,train,A5308,train
cpsc2018,train,A3367,train
cpsc2018,train,A4476,train
cpsc2018,train,A0456,train
cpsc2018,train,A1673,train
cpsc2018,train,A4936,train
cpsc2018,train,A4089,train
cpsc2018,train,A1717,train
cpsc2018,train,A6743,train
cpsc2018,train,A3640,train
cpsc2018,train,A4231,test
cpsc2018,train,A5251,train
cpsc2018,train,A6123,train
cpsc2018,train,A3706,test
cpsc2018,train,A6226,train
cpsc2018,train,A2898,train
cpsc2018,train,A0595,train
cpsc2018,train,A0145,train
cpsc2018,train,A4366,train
cpsc2018,train,A2339,train
cpsc2018,train,A0883,train
cpsc2018,train,A1255,train
cpsc2018,train,A3737,train
cpsc2018,train,A6746,valid
cpsc2018,train,A5266,valid
cpsc2018,train,A1090,valid
cpsc2018,train,A5026,valid
cpsc2018,train,A5113,train
cpsc2018,train,A6835,valid
cpsc2018,train,A6295,train
cpsc2018,train,A3616,train
cpsc2018,train,A2700,train
cpsc2018,train,A5712,train
cpsc2018,train,A4834,train
cpsc2018,train,A0438,train
cpsc2018,train,A1597,train
cpsc2018,train,A3733,train
cpsc2018,train,A1143,valid
cpsc2018,train,A6326,test
cpsc2018,train,A1931,test
cpsc2018,train,A0841,train
cpsc2018,train,A4229,train
cpsc2018,train,A6162,train
cpsc2018,train,A3562,train
cpsc2018,train,A0862,train
cpsc2018,train,A0424,train
cpsc2018,train,A2264,train
cpsc2018,train,A1278,valid
cpsc2018,train,A1124,train
cpsc2018,train,A4653,test
cpsc2018,train,A4693,train
cpsc2018,train,A0952,test
cpsc2018,train,A2332,valid
cpsc2018,train,A0442,train
cpsc2018,train,A1075,train
cpsc2018,train,A6844,train
cpsc2018,train,A6688,train
cpsc2018,train,A1702,valid
cpsc2018,train,A5725,train
cpsc2018,train,A2539,train
cpsc2018,train,A2538,train
cpsc2018,train,A4301,train
cpsc2018,train,A3305,train
cpsc2018,train,A5131,valid
cpsc2018,train,A3062,train
cpsc2018,train,A3211,train
cpsc2018,train,A0166,train
cpsc2018,train,A5462,train
cpsc2018,train,A6000,test
cpsc2018,train,A0036,train
cpsc2018,train,A3397,test
cpsc2018,train,A3747,valid
cpsc2018,train,A3816,train
cpsc2018,train,A3048,train
cpsc2018,train,A4569,train
cpsc2018,train,A6854,train
cpsc2018,train,A6277,test
cpsc2018,train,A4713,train
cpsc2018,train,A2095,train
cpsc2018,train,A6411,train
cpsc2018,train,A1891,train
cpsc2018,train,A2367,train
cpsc2018,train,A0331,train
cpsc2018,train,A5237,train
cpsc2018,train,A1895,test
cpsc2018,train,A6874,train
cpsc2018,train,A3987,train
cpsc2018,train,A3272,train
cpsc2018,train,A5695,train
cpsc2018,train,A6624,train
cpsc2018,train,A5824,train
cpsc2018,train,A4449,train
cpsc2018,train,A6140,train
cpsc2018,train,A3148,train
cpsc2018,train,A3262,train
cpsc2018,train,A6087,train
cpsc2018,train,A1010,train
cpsc2018,train,A4520,train
cpsc2018,train,A0154,valid
cpsc2018,train,A6691,train
cpsc2018,train,A2281,train
cpsc2018,train,A1948,train
cpsc2018,train,A3829,train
cpsc2018,train,A5092,train
cpsc2018,train,A6192,test
cpsc2018,train,A0848,train
cpsc2018,train,A2038,train
cpsc2018,train,A4193,test
cpsc2018,train,A5050,train
cpsc2018,train,A1561,train
cpsc2018,train,A4587,train
cpsc2018,train,A1494,train
cpsc2018,train,A5895,train
cpsc2018,train,A2780,train
cpsc2018,train,A0665,valid
cpsc2018,train,A0446,train
cpsc2018,train,A6847,train
cpsc2018,train,A5107,test
cpsc2018,train,A6826,train
cpsc2018,train,A3766,train
cpsc2018,train,A1893,valid
cpsc2018,train,A4277,train
cpsc2018,train,A1968,train
cpsc2018,train,A5181,train
cpsc2018,train,A5586,train
cpsc2018,train,A0407,train
cpsc2018,train,A5000,train
cpsc2018,train,A4687,train
cpsc2018,train,A2708,train
cpsc2018,train,A1058,train
cpsc2018,train,A1965,train
cpsc2018,train,A5971,train
cpsc2018,train,A0601,train
cpsc2018,train,A2126,train
cpsc2018,train,A6257,train
cpsc2018,train,A2663,train
cpsc2018,train,A6050,train
cpsc2018,train,A1232,train
cpsc2018,train,A3115,train
cpsc2018,train,A2142,train
cpsc2018,train,A3443,train
cpsc2018,train,A1260,train
cpsc2018,train,A6741,train
cpsc2018,train,A4173,valid
cpsc2018,train,A6865,train
cpsc2018,train,A2912,train
cpsc2018,train,A2168,test
cpsc2018,train,A1470,test
cpsc2018,train,A4152,train
cpsc2018,train,A1831,train
cpsc2018,train,A0991,train
cpsc2018,train,A3501,train
cpsc2018,train,A4790,train
cpsc2018,train,A3964,train
